Student_ID,Age,Gender,Year_of_Study,Family_Support,Student_Behavior,Placement_Status,Sleep_Hours,Academic_Stress_Level,Financial_Stress_Level,Family_Stress_Level,Emotional_Stress_Level,Total_Stress_Level,Main_Stress_Source,Counseling_Need,Proposed_Remedy,Coping_Mechanisms_Used,Risky_Behaviors_Engaged,CGPA,Parental_Income
766,24,M,2,Medium,Aggressive,Placed,4,4,1,4,10,19,Emotional,1,Emotional Support Workshop,Reading,0,2.91,17730
767,24,M,1,Medium,Reserved,Placed,8,8,6,1,1,16,Academic,1,Family Counseling,Journaling,0,3.11,51682
768,21,M,2,Medium,Positive,Placed,4,2,2,7,3,14,Family,1,Family Counseling,Journaling,1,3.2,35461
769,23,F,1,High,Reactive,Not Eligible,8,1,7,3,2,13,Financial,0,Financial Aid Consultation,Journaling,1,3.89,20233
770,24,F,2,Low,Reactive,Not Eligible,6,10,2,2,7,21,Academic,0,Academic Counseling,Reading,1,2.35,27092
771,23,F,3,Low,Reactive,Not Placed,4,4,5,1,8,18,Emotional,1,Academic Counseling,Reading,1,3.81,39524
772,24,F,2,Low,Reserved,Placed,8,6,2,10,8,26,Family,0,Emotional Support Workshop,Meditation,0,2.93,46573
773,19,M,4,Low,Positive,Not Placed,7,4,7,8,8,27,Family,0,Family Counseling,Socializing,1,3.22,55825
774,20,M,1,Medium,Reserved,Placed,5,3,9,9,7,28,Financial,0,Financial Aid Consultation,Journaling,0,3.58,41529
775,24,F,3,High,Reactive,Not Eligible,8,10,9,2,8,29,Academic,1,Peer Support,Socializing,1,2.66,15444
776,19,M,4,Medium,Positive,Placed,7,6,1,3,8,18,Emotional,0,Peer Support,Exercise,1,3.61,19213
777,19,M,2,Low,Reactive,Placed,8,10,8,7,10,35,Academic,1,Financial Aid Consultation,Socializing,1,3.28,25190
778,24,M,2,Medium,Aggressive,Placed,4,4,1,4,10,19,Emotional,1,Emotional Support Workshop,Reading,0,2.91,17730
779,19,F,4,Low,Reactive,Not Eligible,8,4,3,1,2,10,Academic,0,Academic Counseling,Reading,1,2.7,24554
780,21,F,3,Medium,Positive,Not Eligible,6,1,3,7,9,20,Emotional,0,Family Counseling,Journaling,1,3.0,57849
781,21,F,2,Low,Aggressive,Placed,5,2,9,8,10,29,Emotional,1,Peer Support,Exercise,1,2.82,47647
782,23,M,2,High,Reserved,Placed,6,1,9,2,9,21,Financial,1,Academic Counseling,Meditation,0,3.89,22956
783,20,M,3,Low,Aggressive,Not Placed,5,6,7,10,1,24,Family,1,Financial Aid Consultation,Socializing,1,3.96,51514
784,24,M,1,Low,Aggressive,Placed,5,6,2,7,5,20,Family,0,Peer Support,Socializing,1,2.67,17526
785,21,F,3,Low,Aggressive,Not Eligible,6,6,6,10,9,31,Family,0,Emotional Support Workshop,Exercise,0,3.5,47431
786,19,F,3,High,Reserved,Placed,4,6,9,4,2,21,Financial,0,Academic Counseling,Journaling,1,3.23,48483
787,21,F,3,Low,Aggressive,Not Eligible,6,6,6,10,9,31,Family,0,Emotional Support Workshop,Exercise,0,3.5,47431
788,24,M,2,Low,Reserved,Placed,8,5,5,1,2,13,Academic,0,Family Counseling,Meditation,0,3.69,30054
789,22,M,3,High,Reactive,Not Eligible,5,1,6,7,5,19,Family,0,Financial Aid Consultation,Journaling,0,3.47,21268
790,20,M,4,Medium,Positive,Not Placed,8,1,7,1,2,11,Financial,1,Emotional Support Workshop,Journaling,1,2.52,38411
791,19,F,3,Low,Reactive,Not Eligible,6,4,10,1,6,21,Financial,1,Emotional Support Workshop,Journaling,1,2.58,40724
792,19,M,3,Medium,Positive,Placed,8,1,6,10,9,26,Family,1,Financial Aid Consultation,Journaling,1,2.5,30597
793,20,M,2,Low,Positive,Not Eligible,4,9,1,4,4,18,Academic,1,Emotional Support Workshop,Journaling,1,2.79,17111
794,20,M,4,High,Reserved,Placed,8,3,9,3,2,17,Financial,1,Family Counseling,Meditation,0,3.1,46638
795,20,M,3,Low,Aggressive,Not Placed,5,6,7,10,1,24,Family,1,Financial Aid Consultation,Socializing,1,3.96,51514
796,23,F,1,High,Reactive,Placed,7,5,10,8,1,24,Financial,1,Emotional Support Workshop,Reading,0,2.92,34598
797,21,F,2,Low,Aggressive,Placed,5,2,9,8,10,29,Emotional,1,Peer Support,Exercise,1,2.82,47647
798,24,M,1,Low,Aggressive,Placed,5,6,2,7,5,20,Family,0,Peer Support,Socializing,1,2.67,17526
799,20,M,1,Medium,Reserved,Placed,5,3,9,9,7,28,Financial,0,Financial Aid Consultation,Journaling,0,3.58,41529
800,20,M,1,Medium,Reserved,Placed,5,3,9,9,7,28,Financial,0,Financial Aid Consultation,Journaling,0,3.58,41529
801,22,M,4,Low,Aggressive,Not Placed,4,7,10,6,1,24,Financial,0,Family Counseling,Reading,1,2.39,52560
802,22,M,1,Low,Reactive,Placed,7,7,8,8,2,25,Financial,1,Emotional Support Workshop,Journaling,0,2.41,30486
803,23,F,2,Medium,Aggressive,Not Placed,4,3,8,4,1,16,Financial,1,Peer Support,Meditation,1,3.99,33356
804,21,F,2,Low,Aggressive,Placed,5,2,9,8,10,29,Emotional,1,Peer Support,Exercise,1,2.82,47647
805,20,M,3,Low,Aggressive,Not Placed,5,6,7,10,1,24,Family,1,Financial Aid Consultation,Socializing,1,3.96,51514
806,24,M,4,High,Reactive,Not Placed,4,6,1,1,4,12,Academic,0,Emotional Support Workshop,Reading,1,3.54,49730
807,24,F,2,Low,Reactive,Placed,4,7,10,3,7,27,Financial,1,Academic Counseling,Exercise,0,3.09,48436
808,23,F,1,Low,Positive,Not Eligible,5,4,1,8,10,23,Emotional,0,Financial Aid Consultation,Socializing,0,2.22,15927
809,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
810,20,M,3,Low,Aggressive,Not Placed,5,6,7,10,1,24,Family,1,Financial Aid Consultation,Socializing,1,3.96,51514
811,24,M,2,Medium,Aggressive,Not Eligible,7,7,5,5,6,23,Academic,0,Family Counseling,Journaling,0,3.79,36882
812,19,M,4,Medium,Positive,Placed,7,6,1,3,8,18,Emotional,0,Peer Support,Exercise,1,3.61,19213
813,19,F,1,Medium,Positive,Not Eligible,7,6,5,10,4,25,Family,1,Peer Support,Reading,0,3.01,19378
814,21,F,2,Low,Positive,Placed,5,9,7,5,2,23,Academic,1,Emotional Support Workshop,Socializing,0,3.83,36968
815,24,F,1,Low,Aggressive,Not Eligible,8,7,2,6,1,16,Academic,0,Financial Aid Consultation,Meditation,0,3.13,16749
816,19,M,3,Medium,Reserved,Not Placed,4,4,2,5,3,14,Family,1,Academic Counseling,Socializing,0,2.8,39540
817,22,M,2,Medium,Positive,Not Eligible,6,9,4,5,5,23,Academic,1,Peer Support,Exercise,0,3.73,21982
818,24,F,2,Low,Reserved,Placed,8,6,2,10,8,26,Family,0,Emotional Support Workshop,Meditation,0,2.93,46573
819,21,F,3,Low,Aggressive,Not Eligible,6,6,6,10,9,31,Family,0,Emotional Support Workshop,Exercise,0,3.5,47431
820,24,F,4,Medium,Reserved,Not Eligible,8,6,5,3,8,22,Emotional,0,Academic Counseling,Journaling,0,3.98,50141
821,24,M,2,Medium,Aggressive,Placed,4,4,1,4,10,19,Emotional,1,Emotional Support Workshop,Reading,0,2.91,17730
822,19,F,2,High,Reactive,Not Placed,5,10,7,9,7,33,Academic,0,Peer Support,Socializing,1,3.29,33206
823,22,M,1,Low,Reactive,Placed,7,7,8,8,2,25,Financial,1,Emotional Support Workshop,Journaling,0,2.41,30486
824,18,F,1,High,Reserved,Not Eligible,8,5,7,4,4,20,Financial,0,Financial Aid Consultation,Meditation,1,3.65,37926
825,22,M,2,Medium,Positive,Not Eligible,6,9,4,5,5,23,Academic,1,Peer Support,Exercise,0,3.73,21982
826,21,M,1,High,Reserved,Not Placed,4,3,2,3,10,18,Emotional,1,Financial Aid Consultation,Exercise,1,2.1,59932
827,19,F,4,High,Reactive,Placed,5,10,10,9,7,36,Academic,0,Family Counseling,Meditation,1,2.03,54133
828,19,F,2,High,Reactive,Not Placed,5,10,7,9,7,33,Academic,0,Peer Support,Socializing,1,3.29,33206
829,20,F,2,High,Positive,Not Eligible,6,8,5,5,1,19,Academic,0,Peer Support,Socializing,0,3.05,36263
830,23,F,1,Low,Positive,Not Eligible,5,4,1,8,10,23,Emotional,0,Financial Aid Consultation,Socializing,0,2.22,15927
831,24,F,3,Low,Aggressive,Not Placed,6,6,9,9,1,25,Financial,0,Academic Counseling,Reading,1,3.21,51252
832,24,M,2,Low,Reserved,Placed,8,5,5,1,2,13,Academic,0,Family Counseling,Meditation,0,3.69,30054
833,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
834,20,M,3,Low,Aggressive,Not Placed,5,6,7,10,1,24,Family,1,Financial Aid Consultation,Socializing,1,3.96,51514
835,19,M,3,Medium,Positive,Placed,8,1,6,10,9,26,Family,1,Financial Aid Consultation,Journaling,1,2.5,30597
836,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
837,24,F,1,Low,Aggressive,Not Eligible,8,7,2,6,1,16,Academic,0,Financial Aid Consultation,Meditation,0,3.13,16749
838,23,F,2,Medium,Aggressive,Not Placed,4,3,8,4,1,16,Financial,1,Peer Support,Meditation,1,3.99,33356
839,21,F,2,Low,Positive,Placed,5,9,7,5,2,23,Academic,1,Emotional Support Workshop,Socializing,0,3.83,36968
840,24,M,4,High,Reactive,Not Placed,4,6,1,1,4,12,Academic,0,Emotional Support Workshop,Reading,1,3.54,49730
841,20,M,2,Low,Aggressive,Not Placed,8,6,1,2,7,16,Emotional,1,Emotional Support Workshop,Meditation,1,3.16,19532
842,19,M,2,Low,Reactive,Placed,8,10,8,7,10,35,Academic,1,Financial Aid Consultation,Socializing,1,3.28,25190
843,20,M,3,High,Positive,Placed,7,5,4,5,4,18,Academic,0,Family Counseling,Journaling,1,2.44,48112
844,24,F,3,Low,Aggressive,Not Placed,6,6,9,9,1,25,Financial,0,Academic Counseling,Reading,1,3.21,51252
845,24,F,1,Low,Aggressive,Not Eligible,8,7,2,6,1,16,Academic,0,Financial Aid Consultation,Meditation,0,3.13,16749
846,23,F,3,Low,Reactive,Not Placed,4,4,5,1,8,18,Emotional,1,Academic Counseling,Reading,1,3.81,39524
847,19,F,1,High,Aggressive,Placed,7,3,7,1,1,12,Financial,1,Family Counseling,Exercise,0,2.01,18867
848,22,M,4,High,Reserved,Not Placed,7,6,9,6,2,23,Financial,1,Academic Counseling,Reading,0,3.16,49388
849,20,F,2,High,Positive,Not Eligible,6,8,5,5,1,19,Academic,0,Peer Support,Socializing,0,3.05,36263
850,22,M,3,Medium,Aggressive,Placed,7,2,9,4,3,18,Financial,0,Family Counseling,Journaling,1,2.79,22845
851,22,F,3,High,Reserved,Not Placed,6,4,6,5,4,19,Financial,0,Financial Aid Consultation,Exercise,0,3.67,46489
852,19,M,3,Medium,Positive,Placed,8,1,6,10,9,26,Family,1,Financial Aid Consultation,Journaling,1,2.5,30597
853,21,M,2,Low,Reactive,Not Eligible,8,5,7,1,3,16,Financial,1,Peer Support,Socializing,1,2.21,21596
854,21,F,3,High,Reserved,Placed,4,8,8,6,8,30,Academic,1,Academic Counseling,Journaling,1,2.01,17535
855,19,F,1,High,Aggressive,Placed,7,3,7,1,1,12,Financial,1,Family Counseling,Exercise,0,2.01,18867
856,20,M,2,Medium,Positive,Placed,5,1,2,7,2,12,Family,1,Financial Aid Consultation,Meditation,1,3.79,57871
857,21,F,3,Low,Aggressive,Not Eligible,6,6,6,10,9,31,Family,0,Emotional Support Workshop,Exercise,0,3.5,47431
858,21,F,2,Low,Positive,Placed,5,9,7,5,2,23,Academic,1,Emotional Support Workshop,Socializing,0,3.83,36968
859,24,F,2,Low,Reactive,Placed,4,7,10,3,7,27,Financial,1,Academic Counseling,Exercise,0,3.09,48436
860,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
861,21,M,2,Medium,Positive,Placed,4,2,2,7,3,14,Family,1,Family Counseling,Journaling,1,3.2,35461
862,20,F,1,Low,Positive,Placed,4,9,4,8,1,22,Academic,0,Family Counseling,Meditation,0,3.31,29078
863,20,M,2,High,Positive,Not Eligible,6,8,4,5,7,24,Academic,0,Financial Aid Consultation,Journaling,1,3.01,54342
864,20,F,4,High,Reactive,Placed,7,1,6,1,8,16,Emotional,0,Peer Support,Journaling,0,2.49,51439
865,23,M,3,Medium,Aggressive,Not Placed,8,4,7,3,6,20,Financial,0,Financial Aid Consultation,Journaling,1,3.06,43084
866,21,F,2,Low,Aggressive,Placed,5,2,9,8,10,29,Emotional,1,Peer Support,Exercise,1,2.82,47647
867,20,F,2,High,Positive,Not Eligible,4,10,4,7,5,26,Academic,1,Academic Counseling,Journaling,0,3.1,31800
868,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
869,20,M,2,Medium,Positive,Placed,5,1,2,7,2,12,Family,1,Financial Aid Consultation,Meditation,1,3.79,57871
870,19,M,2,Low,Reserved,Not Placed,8,9,3,1,5,18,Academic,1,Emotional Support Workshop,Meditation,1,2.49,47206
871,21,M,3,Low,Reactive,Not Eligible,7,2,1,6,9,18,Emotional,0,Financial Aid Consultation,Exercise,1,3.49,16626
872,19,F,1,High,Positive,Not Placed,7,5,4,9,10,28,Emotional,0,Financial Aid Consultation,Journaling,0,2.85,35756
873,21,M,1,High,Reserved,Placed,7,1,8,2,8,19,Financial,0,Peer Support,Journaling,0,2.41,43678
874,19,M,3,Medium,Positive,Placed,8,1,6,10,9,26,Family,1,Financial Aid Consultation,Journaling,1,2.5,30597
875,23,F,4,Low,Reactive,Not Eligible,6,3,2,6,5,16,Family,0,Financial Aid Consultation,Socializing,0,2.35,21331
876,19,F,3,Low,Reactive,Not Eligible,6,4,10,1,6,21,Financial,1,Emotional Support Workshop,Journaling,1,2.58,40724
877,18,F,2,High,Aggressive,Not Placed,7,1,2,6,4,13,Family,1,Emotional Support Workshop,Exercise,0,2.81,23699
878,21,M,1,High,Reserved,Placed,7,1,8,2,8,19,Financial,0,Peer Support,Journaling,0,2.41,43678
879,19,F,4,High,Reactive,Placed,5,10,10,9,7,36,Academic,0,Family Counseling,Meditation,1,2.03,54133
880,19,M,2,Low,Reactive,Placed,8,10,8,7,10,35,Academic,1,Financial Aid Consultation,Socializing,1,3.28,25190
881,21,M,3,Medium,Reserved,Not Placed,5,8,9,10,1,28,Family,0,Financial Aid Consultation,Journaling,1,2.81,36603
882,24,F,4,Medium,Reserved,Not Eligible,8,6,5,3,8,22,Emotional,0,Academic Counseling,Journaling,0,3.98,50141
883,21,F,3,High,Reactive,Placed,6,7,8,6,5,26,Financial,1,Emotional Support Workshop,Reading,1,3.81,21367
884,20,F,3,Low,Aggressive,Not Eligible,5,2,6,9,4,21,Family,1,Family Counseling,Reading,1,2.78,26662
885,20,F,2,Low,Reactive,Placed,4,5,7,4,9,25,Emotional,1,Family Counseling,Exercise,0,2.31,27262
886,24,M,3,Low,Aggressive,Not Eligible,6,8,7,5,2,22,Academic,1,Family Counseling,Meditation,1,2.35,57783
887,20,M,2,Low,Aggressive,Not Placed,8,6,1,2,7,16,Emotional,1,Emotional Support Workshop,Meditation,1,3.16,19532
888,21,M,1,Low,Aggressive,Placed,5,6,9,8,1,24,Financial,0,Financial Aid Consultation,Socializing,0,2.25,36626
889,21,F,3,Low,Aggressive,Not Eligible,6,6,6,10,9,31,Family,0,Emotional Support Workshop,Exercise,0,3.5,47431
890,23,F,1,High,Reactive,Placed,7,5,10,8,1,24,Financial,1,Emotional Support Workshop,Reading,0,2.92,34598
891,20,F,2,Low,Reactive,Placed,4,5,7,4,9,25,Emotional,1,Family Counseling,Exercise,0,2.31,27262
892,24,M,2,Low,Reserved,Placed,8,5,5,1,2,13,Academic,0,Family Counseling,Meditation,0,3.69,30054
893,19,F,2,High,Reactive,Not Placed,5,10,7,9,7,33,Academic,0,Peer Support,Socializing,1,3.29,33206
894,21,M,1,High,Reserved,Not Placed,4,3,2,3,10,18,Emotional,1,Financial Aid Consultation,Exercise,1,2.1,59932
895,21,M,1,High,Reserved,Not Placed,4,3,2,3,10,18,Emotional,1,Financial Aid Consultation,Exercise,1,2.1,59932
896,20,F,4,High,Reactive,Placed,7,1,6,1,8,16,Emotional,0,Peer Support,Journaling,0,2.49,51439
897,20,F,4,High,Reactive,Placed,5,6,2,7,10,25,Emotional,0,Family Counseling,Reading,0,2.51,16146
898,23,M,3,Medium,Aggressive,Not Placed,8,4,7,3,6,20,Financial,0,Financial Aid Consultation,Journaling,1,3.06,43084
899,20,M,3,Low,Aggressive,Not Placed,5,6,7,10,1,24,Family,1,Financial Aid Consultation,Socializing,1,3.96,51514
900,18,F,1,High,Reserved,Not Eligible,4,9,1,8,4,22,Academic,0,Financial Aid Consultation,Meditation,1,3.01,30509
901,21,F,3,High,Reactive,Placed,6,7,8,6,5,26,Financial,1,Emotional Support Workshop,Reading,1,3.81,21367
902,24,F,2,Low,Reactive,Not Eligible,6,10,2,2,7,21,Academic,0,Academic Counseling,Reading,1,2.35,27092
903,19,F,2,Medium,Reserved,Not Eligible,6,7,4,6,8,25,Emotional,1,Family Counseling,Journaling,0,2.68,48882
904,23,F,4,Low,Reactive,Not Eligible,6,3,2,6,5,16,Family,0,Financial Aid Consultation,Socializing,0,2.35,21331
905,18,F,2,High,Aggressive,Not Placed,7,1,2,6,4,13,Family,1,Emotional Support Workshop,Exercise,0,2.81,23699
906,19,M,2,Low,Reserved,Not Placed,8,9,3,1,5,18,Academic,1,Emotional Support Workshop,Meditation,1,2.49,47206
907,24,F,2,Low,Reserved,Placed,8,6,2,10,8,26,Family,0,Emotional Support Workshop,Meditation,0,2.93,46573
908,21,M,3,Medium,Reserved,Not Placed,5,8,9,10,1,28,Family,0,Financial Aid Consultation,Journaling,1,2.81,36603
909,21,M,2,Low,Positive,Placed,4,6,3,6,9,24,Emotional,1,Financial Aid Consultation,Reading,1,2.87,30502
910,24,F,3,High,Reactive,Not Eligible,8,10,9,2,8,29,Academic,1,Peer Support,Socializing,1,2.66,15444
911,21,M,1,High,Reserved,Not Placed,4,3,2,3,10,18,Emotional,1,Financial Aid Consultation,Exercise,1,2.1,59932
912,19,F,4,Low,Reactive,Not Eligible,8,4,3,1,2,10,Academic,0,Academic Counseling,Reading,1,2.7,24554
913,19,F,2,High,Reactive,Not Placed,5,10,7,9,7,33,Academic,0,Peer Support,Socializing,1,3.29,33206
914,21,M,2,Medium,Aggressive,Not Eligible,4,10,2,8,1,21,Academic,0,Emotional Support Workshop,Reading,0,3.35,37263
915,20,M,2,High,Positive,Not Eligible,6,8,4,5,7,24,Academic,0,Financial Aid Consultation,Journaling,1,3.01,54342
916,20,F,3,Low,Aggressive,Not Eligible,5,2,6,9,4,21,Family,1,Family Counseling,Reading,1,2.78,26662
917,23,M,3,Medium,Aggressive,Not Placed,8,4,7,3,6,20,Financial,0,Financial Aid Consultation,Journaling,1,3.06,43084
918,18,F,1,High,Reserved,Not Eligible,8,5,7,4,4,20,Financial,0,Financial Aid Consultation,Meditation,1,3.65,37926
919,24,F,2,Low,Reactive,Not Eligible,6,10,2,2,7,21,Academic,0,Academic Counseling,Reading,1,2.35,27092
920,22,M,4,Low,Aggressive,Not Placed,4,7,10,6,1,24,Financial,0,Family Counseling,Reading,1,2.39,52560
921,24,F,4,Medium,Reserved,Not Eligible,8,6,5,3,8,22,Emotional,0,Academic Counseling,Journaling,0,3.98,50141
922,22,F,2,High,Reactive,Placed,5,8,1,2,5,16,Academic,1,Peer Support,Journaling,0,3.39,22849
923,19,M,3,Medium,Reserved,Not Placed,4,4,2,5,3,14,Family,1,Academic Counseling,Socializing,0,2.8,39540
924,19,F,1,Medium,Positive,Not Eligible,7,6,5,10,4,25,Family,1,Peer Support,Reading,0,3.01,19378
925,22,F,2,High,Reactive,Placed,5,8,1,2,5,16,Academic,1,Peer Support,Journaling,0,3.39,22849
926,23,F,3,Low,Reactive,Not Placed,4,4,5,1,8,18,Emotional,1,Academic Counseling,Reading,1,3.81,39524
927,23,M,1,Low,Reserved,Placed,5,9,3,6,2,20,Academic,1,Academic Counseling,Meditation,1,3.48,43299
928,19,F,1,High,Aggressive,Placed,7,3,7,1,1,12,Financial,1,Family Counseling,Exercise,0,2.01,18867
929,23,M,2,Medium,Aggressive,Not Placed,5,7,2,6,6,21,Academic,1,Peer Support,Reading,0,2.78,21406
930,18,F,2,High,Aggressive,Not Placed,7,1,2,6,4,13,Family,1,Emotional Support Workshop,Exercise,0,2.81,23699
931,18,F,2,High,Aggressive,Not Placed,7,1,2,6,4,13,Family,1,Emotional Support Workshop,Exercise,0,2.81,23699
932,23,F,1,High,Reactive,Not Eligible,8,1,7,3,2,13,Financial,0,Financial Aid Consultation,Journaling,1,3.89,20233
933,23,F,1,High,Reactive,Not Eligible,8,1,7,3,2,13,Financial,0,Financial Aid Consultation,Journaling,1,3.89,20233
934,24,M,3,Low,Aggressive,Not Eligible,6,8,7,5,2,22,Academic,1,Family Counseling,Meditation,1,2.35,57783
935,19,M,4,Low,Aggressive,Not Eligible,7,5,7,5,3,20,Financial,0,Financial Aid Consultation,Meditation,1,2.89,31079
936,24,M,4,Low,Aggressive,Not Placed,8,6,9,4,8,27,Financial,0,Financial Aid Consultation,Meditation,1,2.52,36621
937,20,M,4,Low,Reserved,Placed,5,4,1,2,4,11,Academic,0,Family Counseling,Exercise,1,3.7,57005
938,18,F,1,High,Reserved,Not Eligible,4,9,1,8,4,22,Academic,0,Financial Aid Consultation,Meditation,1,3.01,30509
939,20,M,2,Medium,Positive,Placed,5,1,2,7,2,12,Family,1,Financial Aid Consultation,Meditation,1,3.79,57871
940,24,M,1,Low,Aggressive,Placed,5,6,2,7,5,20,Family,0,Peer Support,Socializing,1,2.67,17526
941,22,M,4,Low,Aggressive,Not Placed,4,7,10,6,1,24,Financial,0,Family Counseling,Reading,1,2.39,52560
942,22,M,1,Low,Reactive,Placed,7,7,8,8,2,25,Financial,1,Emotional Support Workshop,Journaling,0,2.41,30486
943,20,M,4,Medium,Reactive,Not Placed,6,7,3,1,2,13,Academic,0,Family Counseling,Reading,1,3.47,18293
944,23,M,2,High,Reserved,Placed,6,1,9,2,9,21,Financial,1,Academic Counseling,Meditation,0,3.89,22956
945,19,F,1,High,Aggressive,Placed,7,3,7,1,1,12,Financial,1,Family Counseling,Exercise,0,2.01,18867
946,24,M,1,Medium,Reactive,Placed,6,6,6,8,1,21,Family,0,Emotional Support Workshop,Reading,0,3.07,29861
947,23,M,3,Medium,Aggressive,Not Placed,8,4,7,3,6,20,Financial,0,Financial Aid Consultation,Journaling,1,3.06,43084
948,22,F,2,High,Reactive,Placed,5,8,1,2,5,16,Academic,1,Peer Support,Journaling,0,3.39,22849
949,20,M,2,Low,Aggressive,Not Placed,8,6,1,2,7,16,Emotional,1,Emotional Support Workshop,Meditation,1,3.16,19532
950,23,F,4,Low,Reactive,Not Eligible,6,3,2,6,5,16,Family,0,Financial Aid Consultation,Socializing,0,2.35,21331
951,21,M,2,Low,Positive,Placed,4,6,3,6,9,24,Emotional,1,Financial Aid Consultation,Reading,1,2.87,30502
952,20,M,2,Low,Positive,Not Eligible,4,9,1,4,4,18,Academic,1,Emotional Support Workshop,Journaling,1,2.79,17111
953,20,F,2,High,Positive,Not Eligible,4,10,4,7,5,26,Academic,1,Academic Counseling,Journaling,0,3.1,31800
954,18,F,1,High,Reserved,Not Eligible,4,9,1,8,4,22,Academic,0,Financial Aid Consultation,Meditation,1,3.01,30509
955,20,F,3,Low,Aggressive,Not Eligible,5,2,6,9,4,21,Family,1,Family Counseling,Reading,1,2.78,26662
956,19,F,2,Medium,Reserved,Not Eligible,6,7,4,6,8,25,Emotional,1,Family Counseling,Journaling,0,2.68,48882
957,19,M,3,Medium,Positive,Placed,8,1,6,10,9,26,Family,1,Financial Aid Consultation,Journaling,1,2.5,30597
958,18,F,2,High,Aggressive,Not Placed,7,1,2,6,4,13,Family,1,Emotional Support Workshop,Exercise,0,2.81,23699
959,24,M,2,Medium,Reserved,Placed,6,1,9,2,3,15,Financial,1,Peer Support,Socializing,1,2.74,17103
960,19,F,2,Medium,Reserved,Not Eligible,6,7,4,6,8,25,Emotional,1,Family Counseling,Journaling,0,2.68,48882
961,20,F,2,High,Positive,Not Eligible,6,8,5,5,1,19,Academic,0,Peer Support,Socializing,0,3.05,36263
962,20,F,3,Low,Aggressive,Not Eligible,5,2,6,9,4,21,Family,1,Family Counseling,Reading,1,2.78,26662
963,22,M,1,Low,Reactive,Placed,7,7,8,8,2,25,Financial,1,Emotional Support Workshop,Journaling,0,2.41,30486
964,22,F,3,High,Reserved,Not Placed,6,4,6,5,4,19,Financial,0,Financial Aid Consultation,Exercise,0,3.67,46489
965,22,F,2,High,Reactive,Placed,5,8,1,2,5,16,Academic,1,Peer Support,Journaling,0,3.39,22849
966,19,M,3,Medium,Positive,Placed,8,1,6,10,9,26,Family,1,Financial Aid Consultation,Journaling,1,2.5,30597
967,24,F,3,Low,Aggressive,Not Placed,6,6,9,9,1,25,Financial,0,Academic Counseling,Reading,1,3.21,51252
968,24,F,1,Low,Reactive,Placed,7,6,3,7,5,21,Family,1,Family Counseling,Socializing,0,3.97,57603
969,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
970,20,F,2,High,Positive,Not Eligible,4,10,4,7,5,26,Academic,1,Academic Counseling,Journaling,0,3.1,31800
971,24,M,2,Medium,Aggressive,Placed,4,4,1,4,10,19,Emotional,1,Emotional Support Workshop,Reading,0,2.91,17730
972,24,M,4,Low,Aggressive,Not Eligible,7,1,5,2,4,12,Financial,0,Peer Support,Socializing,1,3.4,38320
973,20,F,4,High,Reactive,Placed,7,1,6,1,8,16,Emotional,0,Peer Support,Journaling,0,2.49,51439
974,20,F,2,High,Positive,Not Eligible,4,10,4,7,5,26,Academic,1,Academic Counseling,Journaling,0,3.1,31800
975,19,F,3,Low,Reactive,Not Eligible,6,4,10,1,6,21,Financial,1,Emotional Support Workshop,Journaling,1,2.58,40724
976,21,F,3,Medium,Positive,Not Eligible,6,1,3,7,9,20,Emotional,0,Family Counseling,Journaling,1,3.0,57849
977,24,F,3,Low,Aggressive,Not Placed,6,6,9,9,1,25,Financial,0,Academic Counseling,Reading,1,3.21,51252
978,24,F,3,Low,Aggressive,Not Placed,6,6,9,9,1,25,Financial,0,Academic Counseling,Reading,1,3.21,51252
979,21,M,1,Low,Aggressive,Placed,5,6,9,8,1,24,Financial,0,Financial Aid Consultation,Socializing,0,2.25,36626
980,19,M,4,Low,Aggressive,Not Eligible,7,5,7,5,3,20,Financial,0,Financial Aid Consultation,Meditation,1,2.89,31079
981,23,F,3,Low,Reactive,Not Placed,4,4,5,1,8,18,Emotional,1,Academic Counseling,Reading,1,3.81,39524
982,19,F,2,High,Reactive,Not Placed,5,10,7,9,7,33,Academic,0,Peer Support,Socializing,1,3.29,33206
983,20,M,3,Low,Aggressive,Not Placed,5,6,7,10,1,24,Family,1,Financial Aid Consultation,Socializing,1,3.96,51514
984,20,M,4,High,Reserved,Placed,8,3,9,3,2,17,Financial,1,Family Counseling,Meditation,0,3.1,46638
985,21,M,1,Medium,Aggressive,Not Placed,6,1,8,6,4,19,Financial,0,Family Counseling,Socializing,1,3.09,55018
986,21,M,3,Low,Reactive,Not Eligible,7,2,1,6,9,18,Emotional,0,Financial Aid Consultation,Exercise,1,3.49,16626
987,19,F,2,High,Reactive,Not Placed,5,10,7,9,7,33,Academic,0,Peer Support,Socializing,1,3.29,33206
